title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume
Beginning Again: An Autobiography of The Years 1911 to 1918,3.81,eng,263,64,8,1980,4,0,0
Virginia Woolf: A Biography,4.17,eng,576,2583,66,1970,1,0,0
Cliffs Notes on Woolf's Mrs. Dalloway,3.09,eng,72,10,2,2000,4,0,0
Orlando,3.87,eng,228,42153,2071,2000,3,0,0
The Common Reader,4.16,eng,272,1136,58,2000,4,1,0
A Room of One's Own,4.14,en-US,112,878,81,2000,3,1,0
Women and Writing,4.07,eng,216,244,13,2000,1,1,0
Flush,3.83,eng,204,3567,336,1970,4,1,0
Virginia Woolf,4.26,eng,893,2807,113,1990,4,0,0
The Letters of Virginia Woolf: Volume Six  1936-1941,4.48,eng,576,96,2,1980,3,1,1
On Being Ill,4.02,eng,63,1083,96,2000,4,1,0
The Years,3.77,eng,444,2867,174,2000,1,0,0
The Letters of Virginia Woolf: Volume Four  1929-1931,4.41,en-US,480,106,2,1980,2,1,1
Three Guineas,3.87,eng,352,2423,125,2000,3,1,0
The Little Red Lighthouse and the Great Gray Bridge,4.26,eng,64,2276,101,2000,4,1,0
The Eagle (The Lighthouse Family  #3),4.08,eng,64,176,15,2000,4,1,1
The Storm (The Lighthouse Family  #1),4.18,eng,80,445,86,2000,3,1,1
The Art of Maurice Sendak,4.43,eng,258,796,28,1990,3,0,0
The Poet  the Warrior  the Prophet,4.43,eng,148,27,6,2000,3,0,0
The Warrior Prophet (The Prince of Nothing  #2),3.95,en-US,624,10570,221,2000,4,0,1
The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),4.28,eng,644,14418,385,2000,3,0,1
The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),4.39,eng,483,7083,140,2000,3,0,1
The Younger Gods (The Dreamers  #4),3.34,eng,420,4541,85,2000,1,1,1
The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),4.34,eng,816,4839,71,2000,3,0,1
The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),4.36,eng,528,5457,59,2000,3,0,1
Polgara the Sorceress,4.09,eng,754,25145,291,1990,4,1,0
Mistress of Magic (The Mists of Avalon  #1),4.12,eng,14,12,4,1990,2,1,1
The Forest House (Avalon  #2),3.86,eng,462,15171,322,1990,2,1,1
Book of Nightmares (Diadem  Worlds of Magic  #6),4.12,eng,192,334,2,2000,1,0,1
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),3.88,en-US,432,94,7,2000,2,0,1
The Parallax View,4.0,eng,433,1027,51,2000,1,0,0
Looking Awry: An Introduction to Jacques Lacan through Popular Culture,4.04,eng,188,1316,51,1990,3,0,0
The Puppet and the Dwarf: The Perverse Core of Christianity,3.85,eng,196,630,40,2000,3,0,0
Zizek: A Critical Introduction,3.46,eng,195,37,4,2000,2,0,0
Conversations with Žižek,3.88,eng,171,117,1,2000,4,1,0
Marcovaldo,3.89,eng,128,5813,276,1980,4,1,0
The Uses of Literature,4.07,eng,341,900,32,1980,4,1,0
Please Stop Laughing at Me... One Woman's Inspirational Story,3.85,en-US,288,9662,897,2000,1,0,0
In the Beginning...Was the Command Line,3.8,en-US,151,6638,329,1990,4,0,0
The Extraordinary Cases of Sherlock Holmes,4.21,eng,277,552,37,1990,2,0,0
Confessions of an Ugly Stepsister,3.53,en-US,372,53782,3344,2000,4,0,0
Jane Austen For Dummies,4.03,eng,362,524,62,2000,3,0,0
The Rediscovery of Man,4.14,eng,368,2396,98,1990,2,0,0
Homicide: A Year on the Killing Streets,4.38,eng,646,12071,837,2000,3,0,0
The Corner: A Year in the Life of an Inner-City Neighborhood,4.43,eng,576,4404,434,1990,2,1,0
El Libertador: Writings of Simón Bolívar,3.84,eng,288,7,1,2000,2,1,0
Hands Collected: The Books of Simon Perchik,4.25,eng,566,4,0,2000,1,1,1
Morgoth's Ring (The History of Middle-Earth  #10),4.13,eng,478,1619,44,1990,4,1,1
The War of the Jewels (The History of Middle-Earth  #11),3.93,eng,470,3329,15,1990,4,1,1
The Silmarillion,3.92,eng,384,292,40,1990,1,1,0
The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,3.54,eng,192,25,6,2000,3,0,0
The Silmarillion,3.92,eng,441,368,44,1970,1,1,0
Hayao Miyazaki: Master of Japanese Animation,3.93,en-US,240,317,19,1990,3,0,0
Cliffs Notes on Frank's The Diary of Anne Frank,4.32,eng,64,70,1,1980,3,1,0
The Honourable Schoolboy,3.95,eng,589,11733,513,2000,4,0,0
Valparaiso,3.33,eng,107,383,21,2000,2,0,0
No More Water in the Tub!,3.95,eng,32,214,38,1990,4,1,0
Big Red Tub,4.03,eng,32,241,29,2000,4,1,0
Tabby in the Tub (Animal Ark  #29),3.96,eng,139,768,33,2000,3,1,1
June Bug (Murder-by-Month Mystery #2),3.56,eng,229,764,71,2000,1,1,1
Wickett's Remedy,3.27,eng,370,1557,231,2000,4,0,0
I Am the Messenger,4.07,eng,357,110898,11457,2000,2,1,0
Getting the Girl (Wolfe Brothers  #3),3.7,eng,256,4327,385,2000,2,0,1
The Book Thief,4.37,eng,552,1516367,86881,2000,1,1,0
Fighting Ruben Wolfe (Wolfe Brothers  #2),3.84,eng,224,3105,223,2000,2,1,1
Underdog (Wolfe Brothers  #1),3.38,eng,153,2591,207,1990,2,0,1
Nicomachean Ethics,3.94,en-US,352,265,20,1960,1,1,0
The Nicomachean Ethics,3.94,eng,329,23683,472,2000,1,1,0
Nicomachean Ethics,3.94,eng,372,13,0,1980,2,1,0
Madame Bovary,3.67,eng,327,3620,394,2000,4,1,0
Madame Bovary (Critical Editions),3.67,en-US,576,401,33,2000,4,1,0
The Complete Works: The Revised Oxford Translation  Vol. 1,4.43,eng,1757,2318,17,1980,3,1,1
Politics,3.94,eng,368,26727,274,2000,4,0,0
Aristotle's Ethics (SparkNotes Literature Guides),3.0,eng,80,2,0,2000,2,0,0
The Politics and The Constitution of Athens,3.98,eng,327,407,12,1990,4,1,0
Middlemarch,3.96,eng,848,503,121,2000,2,1,0
Silas Marner,3.64,eng,279,165,6,2000,2,0,0
1984,4.18,spa,301,451,42,2000,3,1,0
The Complete Tales of Nikolai Gogol  Volume 1,4.32,en-US,302,311,14,1980,2,1,1
The Overcoat and Other Short Stories,4.21,rus,103,8944,196,1990,1,0,0
The Nose,3.89,eng,31,12968,446,1990,3,1,0
Dead Souls,3.99,eng,445,388,49,2000,3,1,0
Fathers and Sons,3.96,eng,244,49911,1127,2000,1,1,0
Father to Son  (The Destroyer  #129),4.11,eng,349,60,4,2000,4,1,1
Children of the Star (Children of the Star  #1-3),4.24,eng,728,168,12,2000,1,0,1
From Far Away,4.0,eng,33,219,21,1990,1,1,0
From Far Away  Vol. 01,4.31,eng,200,5827,125,2000,4,1,1
Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,4.05,eng,224,2677,166,2000,1,0,0
Moral Politics: How Liberals and Conservatives Think,4.03,eng,471,1260,130,2000,2,0,0
El misterio de Salem's Lot,4.02,spa,509,16,3,2000,4,1,0
'Salem's Lot,4.02,eng,817,18,3,1970,3,0,0
Prodigal Blues,4.25,eng,304,221,28,2000,2,1,0
The Divine Comedy  Vol. I: Inferno,4.0,eng,432,305,19,1980,4,1,1
The Divine Comedy I: Hell,4.0,eng,347,696,75,2000,1,1,0
The Divine Comedy  Vol. 1: Inferno,4.0,eng,432,2172,166,2000,1,1,1
Could Do Better: Why Children Underachieve and What to Do About It,3.8,eng,291,2,0,1990,3,1,0
Inferno,4.0,eng,396,1075,86,2000,3,1,0
Purgatorio (La Divina Commedia #2),4.02,ita,704,15675,244,2000,2,1,1
Dante Alighieri's Divine Comedy  the Inferno,4.0,en-US,101,5,0,1980,4,0,0
The Portable Dante,4.22,eng,654,278,38,2000,3,1,0
Purgatorio (The Divine Comedy  #2),4.02,eng,413,460,33,2000,3,1,1
The Divine Comedy  Vol. 3: Paradise,3.95,eng,433,378,32,1980,3,1,1
The Divine Comedy  Vol. 2: Purgatory,4.02,eng,399,764,49,1980,2,1,1
Vita Nuova,3.87,eng,210,67,10,1970,2,1,0
The Rime of the Ancient Mariner and Other Poems,3.94,eng,76,3058,78,1990,3,1,0
Beowulf,3.44,eng,160,2753,150,1990,3,1,0
Beowulf: A Dual-Language Edition,3.44,eng,464,246,32,2000,1,1,0
Beowulf: A New Telling,3.5,eng,94,1690,326,1980,1,0,0
Beowulf,3.85,eng,96,51,8,2000,4,1,0
Seamus Heaney,4.07,eng,208,61,10,2000,1,0,0
The Spirit Level: Poems,4.14,eng,82,94,12,1990,2,0,0
New Selected Poems 1966-1987,4.19,eng,246,356,19,2000,1,0,0
Finders Keepers: Selected Prose  1971-2001,4.15,en-GB,432,16,0,2000,2,0,0
Electric Light,3.94,en-GB,81,30,2,2000,1,0,0
Norden,4.09,ger,127,2,0,1990,3,0,0
Norte,4.09,spa,155,6,1,1990,4,1,0
The Odyssey,3.76,eng,509,48,3,1990,4,1,0
Paradise Lost,3.82,eng,688,421,40,1990,1,1,0
Tolkien: The Illustrated Encyclopaedia,4.13,eng,288,3965,25,1990,3,0,0
Ten Days to Self-Esteem,3.96,eng,336,436,19,1990,1,0,0
The Swords of Night and Day (The Drenai Saga  #11),4.32,eng,640,6954,93,2000,2,0,1
Pippi Longstocking,4.13,eng,160,147067,2558,2000,2,1,0
Pippi in the South Seas,4.11,en-US,126,15193,173,1950,3,1,0
Pippi Goes on Board,4.12,eng,140,10399,156,1970,1,1,0
The Children of Noisy Village,4.29,eng,128,5920,205,1980,1,1,0
The Brothers Lionheart,4.36,eng,231,20235,453,2000,4,1,0
Christmas in Noisy Village,4.18,en-US,32,830,41,1980,4,1,0
Ronia  the Robber's Daughter,4.3,eng,176,16327,444,1980,1,1,0
Happy Times in Noisy Village,4.3,eng,128,600,35,2000,3,1,0
Pippi Calzaslargas (Pippi Calzaslargas  #1),4.13,spa,137,85,14,2000,3,1,1
The Tomten,4.24,eng,32,1599,109,1990,4,1,0
Lotta on Troublemaker Street,3.98,eng,55,1429,24,2000,4,1,0
The Tale of Peter Rabbit,4.18,eng,72,188842,1575,2000,1,0,0
The Tale of Peter Rabbit: A Pop-up Adventure,4.18,en-US,16,19,2,2000,1,0,0
Tale of Peter Rabbit,4.18,eng,80,17,2,2000,4,0,0
The Tale of Peter Rabbit,4.18,eng,80,36,4,2000,4,0,0
Beatrix Potter's Journal,4.36,eng,32,350,42,2000,4,0,0
The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),4.62,eng,1072,220,14,2000,2,0,1
Beatrix Potter: A Life in Nature,4.03,eng,584,1328,184,2000,1,0,0
The Tale of the Flopsy Bunnies,4.19,eng,58,5209,130,2000,1,0,0
Treasure Island,3.83,eng,160,798,39,2000,1,1,0
The Epic of Gilgamesh,3.68,eng,127,39,6,1970,2,1,0
The Epic of Gilgamesh,3.68,eng,120,54162,1368,2000,2,1,0
The Epic of Gilgamesh,3.68,eng,122,314,42,1980,3,1,0
The Evolution of the Gilgamesh Epic,3.82,eng,384,11,1,2000,1,0,1
The Gilgamesh Epic and Old Testament Parallels,3.95,eng,280,58,8,1960,3,0,0
The Scarlet Letter and Other Writings,3.59,eng,443,237,17,1970,1,1,0
The Adventures of Huckleberry Finn,3.82,eng,305,364,27,2000,4,1,0
The Adventures of Huckleberry Finn,3.82,eng,394,1980,66,2000,1,1,0
Mark Twain's Adventures of Huckleberry Finn,3.82,eng,264,12,0,2000,2,1,0
Collected Tales  Sketches  Speeches  & Essays 1852–1890,4.29,eng,1120,67,6,1990,4,1,0
Mark Twain's Own Autobiography: The Chapters from the North American Review,3.8,eng,301,9,1,1990,4,1,0
Candide,3.77,fre,224,695,55,1990,1,1,0
Candide and Other Stories (World's Classics),3.94,en-US,301,3368,101,2000,3,1,0
Cliffs Notes on Voltaire's Candide,3.4,eng,80,9,3,1960,1,1,1
Candide: or  Optimism,3.77,eng,144,221,29,2000,4,1,0
Candide and Related Writings,3.8,fre,190,114,10,2000,3,1,0
Philosophical Dictionary,4.09,en-US,400,1394,45,1970,3,1,0
What Is Goth?,4.1,eng,96,466,31,2000,3,0,0
The Picture of Dorian Gray,4.08,eng,352,123,10,2000,4,1,0
The Real Trial of Oscar Wilde,4.04,eng,384,189,14,2000,4,0,0
Complete Shorter Fiction,4.15,eng,288,1192,26,1990,1,1,0
The Unmasking of Oscar Wilde,4.25,eng,412,112,13,2000,2,0,0
The Decline and Fall of the Roman Empire,3.98,eng,1312,9320,292,2000,3,1,0
The Decline and Fall of the Roman Empire,3.98,eng,1258,32,8,2000,1,1,0
The Decline and Fall of the Roman Empire,3.98,eng,680,35,4,2000,3,1,0
The Decline and Fall of the Roman Empire,3.98,eng,1952,19,1,1990,4,0,0
The Christians and the Fall of Rome (Great Ideas),3.56,en-US,96,217,20,2000,3,0,0
The Portable Gibbon: The Decline and Fall of the Roman Empire,3.98,eng,691,2,1,1970,2,1,0
They Cage the Animals at Night,4.32,eng,304,7999,670,1980,4,0,0
The Quilter's Homecoming (Elm Creek Quilts  #10),4.04,en-US,320,3865,248,2000,2,0,1
Absolutely Normal Chaos,3.92,en-GB,201,28,3,2000,3,0,0
The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),3.82,eng,96,402,19,2000,1,1,1
Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),3.75,en-US,80,1146,42,1990,4,1,1
Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),3.8,en-US,67,741,26,1990,4,1,1
Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),3.84,eng,96,262,14,2000,4,1,1
Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids  #1),3.81,en-US,80,6983,215,1990,1,1,1
Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),3.82,eng,96,2175,76,1990,3,1,1
Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),3.76,eng,80,408,18,1990,3,1,1
My Perfect Life (Confessions of a Teenage Drama Queen  #2),3.32,eng,208,460,39,2000,1,0,1
Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,3.71,en-US,240,162,34,2000,1,0,0
A Guide to the Words of My Perfect Teacher,4.61,eng,336,79,0,2000,2,1,0
All-American Girl (All-American Girl  #1),3.74,eng,398,59683,1728,2000,3,0,1
Ready or Not (All-American Girl  #2),3.4,eng,238,22149,737,2000,3,0,1
Ready or Not (All-American Girl  #2),3.4,en-US,238,86,8,2000,2,0,1
The Perfect Score (It's All About Attitude #5),3.24,eng,240,110,9,2000,3,0,1
The Face on the Milk Carton (Janie Johnson  #1),3.73,eng,192,49975,2360,1990,2,0,1
Teen Angst? Naaah...,3.9,eng,279,3146,270,2000,3,0,0
It's Kind of a Funny Story,4.13,eng,444,704,111,2000,2,0,0
Be More Chill,3.68,eng,287,9836,1202,2000,3,0,0
Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,4.04,eng,528,273,20,2000,1,0,0
Hand to Mouth: A Chronicle of Early Failure,3.62,eng,176,1575,89,2000,3,0,0
The Book of Illusions,3.85,eng,336,486,57,2000,3,0,0
City of Glass: The Graphic Novel,3.93,eng,144,1628,66,2000,1,1,0
Moonraker,3.74,en-GB,247,120,13,2000,2,0,0
Moonraker's Bride,4.31,eng,352,2281,302,1970,1,0,0
Eat  Pray  Love,3.55,eng,368,1362264,47620,2000,1,0,0
Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia,3.55,eng,13,112,41,2000,3,0,0
The World as Will and Representation  Vol. 1,4.19,eng,534,7475,126,1960,2,1,1
The Schopenhauer Cure,4.22,eng,358,9550,455,2000,1,0,0
Essays and Aphorisms,4.17,eng,240,6222,169,1970,3,1,0
Essay on the Freedom of the Will,4.15,eng,128,379,20,2000,2,1,0
Schopenhauer: A Very Short Introduction,3.81,eng,137,346,26,2000,1,0,0
The Mandarins,4.14,eng,752,3250,194,2000,2,1,0
Les Mandarins: Tome 2,4.2,fre,500,98,10,1970,2,0,0
Die Mandarins von Paris,4.14,ger,1040,61,5,2000,1,0,0
The Brothers K,4.38,eng,645,12703,1665,1990,2,0,0
Where the Wild Things Are,4.22,eng,40,8704,483,2010,4,0,0
野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),4.22,zho,36,27,4,1980,1,0,1
Essentials of Classic Italian Cooking,4.16,eng,704,15222,163,1990,4,1,0
The Italians: A Full-Length Portrait Featuring Their Manners and Morals,3.83,eng,352,578,41,1990,3,1,0
Peking to Paris,3.79,eng,308,25,0,1970,4,1,0
The Lost Lunar Baedeker: Poems of Mina Loy,4.17,eng,256,1469,63,1990,2,1,0
Paris Was Yesterday  1925-1939,3.85,eng,264,257,33,1980,2,1,0
Lost Boy Lost Girl,3.48,eng,368,4017,296,2000,3,0,0
Shadowland,3.91,eng,468,10293,253,2000,1,0,0
Ghost Story,3.95,eng,567,61330,1520,1980,3,0,0
Territoires (Le talisman des territoires  #2),4.01,fre,556,18,1,2000,4,1,1
Floating Dragon,3.84,eng,595,10727,140,2000,3,0,0
The Color of Water: A Black Man's Tribute to His White Mother,4.09,en-US,328,1597,157,2000,1,0,0
Color: A Natural History of the Palette,3.78,en-US,464,61033,558,2000,4,0,0
Vincent's Colors,4.16,eng,48,329,49,2000,3,1,0
Flinx's Folly (Pip & Flinx #9),3.94,eng,288,1755,21,2000,3,0,1
The Doctor's House,2.96,eng,288,164,23,2000,1,0,0
Chilly Scenes of Winter,3.91,en-GB,288,1045,100,1990,1,0,0
What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),3.72,eng,144,59,7,1990,2,0,0
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),3.77,eng,168,126,12,1990,2,0,0
What Life Was Like on the Banks of the Nile: Egypt  3050-30 BC,4.0,eng,192,199,17,1990,2,0,0
What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),4.0,eng,168,41,3,1990,3,1,0
What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),3.64,eng,144,123,13,1990,2,0,0
What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,3.68,eng,144,49,2,1990,2,1,0
What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like),3.75,eng,144,47,7,1990,3,0,0
What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,3.66,eng,168,44,4,1990,3,0,0
Birds of America,4.11,eng,291,12321,951,1990,3,0,0
Self-Help,4.2,eng,176,78,9,1990,1,0,0
Who Will Run the Frog Hospital?,3.79,eng,160,6419,628,2000,2,0,0
Family Matters,4.02,eng,500,19200,785,2000,4,0,0
Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,3.94,eng,250,83,17,2000,1,0,0
Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),4.18,eng,750,53936,1004,1990,3,0,1
Clave Red Rabbit (Jack Ryan  #2),3.67,spa,720,8,0,2000,1,1,1
Debt of Honor (Jack Ryan  #7),4.05,eng,990,39521,469,1990,3,0,1
The Archimedes Effect (Tom Clancy's Net Force  #10),3.98,eng,336,1276,12,2000,1,1,1
Hidden Agendas (Tom Clancy's Net Force  #2),3.76,eng,366,4138,39,1990,4,1,1
Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),3.83,eng,336,646,11,1990,4,0,0
The Teeth of the Tiger (Jack Ryan Universe  #12),3.64,eng,625,18128,467,2000,3,0,1
Executive Orders (Jack Ryan  #8),4.06,eng,1273,39577,436,1990,1,0,1
State of War (Tom Clancy's Net Force  #7),3.86,eng,384,1329,24,2000,1,1,1
Every Man a Tiger: The Gulf War Air Campaign (Commanders),3.75,eng,640,14,2,2000,4,1,0
Wild Card (Tom Clancy's Power Plays  #8),3.96,eng,352,835,13,2000,4,1,1
Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),3.82,eng,368,583,11,1990,1,1,0
Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),4.0,eng,208,58,0,2000,1,1,1
Cybernation (Tom Clancy's Net Force  #6),3.76,eng,368,1789,19,2000,4,1,1
Virtual Vandals (Tom Clancy's Net Force Explorers  #1),4.01,eng,192,3414,16,1990,1,1,1
Cutting Edge (Tom Clancy's Power Plays  #6),3.86,eng,432,1218,11,2000,4,1,1
Mission of Honor (Tom Clancy's Op-Center  #9),3.91,eng,432,1557,25,2000,2,1,1
The Bear and the Dragon (John Clark  #3),3.82,eng,1137,21401,382,2000,3,0,1
Breaking Point (Tom Clancy's Net Force  #4),3.7,eng,368,8119,32,2000,4,1,1
Airborne: A Guided Tour Of An Airborne Task Force,3.77,eng,326,448,5,1990,4,0,0
Red Rabbit (Jack Ryan  #2),3.67,eng,640,23018,514,2000,3,0,1
John Deere Farm Tractors: A History of the John Deere Tractor,4.22,eng,192,22,1,1990,3,0,0
Corvette: Fifty Years,4.06,eng,384,15,1,2000,4,1,0
Tough to Tackle,3.87,eng,139,389,24,1980,3,1,0
Complete Guide to OneNote,4.25,eng,412,4,0,2000,4,1,0
Power: Die 48 Gesetze Der Macht,4.18,ger,536,39,4,2000,4,1,0
The Echo Maker,3.38,eng,451,7087,1119,2000,4,0,0
Power vs. Force,4.2,en-US,341,7167,376,2000,1,0,0
The Power of Art,3.88,en-US,448,15804,96,2000,4,0,0
Goodbye  Darkness: A Memoir of the Pacific War,4.18,eng,401,4936,174,2000,2,0,0
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,3.85,eng,322,9807,745,1990,2,0,0
The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,4.48,eng,756,240,27,1980,4,0,0
The Glory and the Dream: A Narrative History of America 1932-72,4.43,eng,1397,1429,115,1980,3,0,0
The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,4.42,en-US,992,335,38,1980,2,0,0
The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,4.42,eng,992,9659,467,1980,2,0,0
Moon-Flash (Kyreol  #1-2),3.74,eng,304,348,13,2000,1,0,1
Harrowing the Dragon,3.94,eng,308,1602,86,2000,4,0,0
Cygnet (Cygnet  #1-2),4.07,en-US,406,543,35,2000,1,0,1
Solstice Wood (Winter Rose  #2),3.76,eng,278,1715,141,2000,1,0,1
Od Magic,3.98,eng,315,3140,265,2000,2,0,0
25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,4.11,eng,208,1710,114,2000,2,1,0
Winning with People Workbook,4.22,eng,256,8,1,2000,3,0,0
Thornhold (The Harpers  #16; Songs & Swords  #4),3.67,eng,384,1023,9,2010,4,0,1
The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),3.98,en-GB,345,164,6,2000,2,0,1
Changeling Storytellers Guide,3.36,eng,139,28,0,1990,3,1,0
The Blood Wood (Earthdawn 6113),3.71,eng,152,31,1,1990,2,1,0
Basin and Range,4.19,eng,240,2781,178,1980,2,0,0
The Deltoid Pumpkin Seed,3.95,eng,192,380,18,1990,3,0,0
Assembling California,4.17,eng,294,1595,120,1990,1,0,0
Qué Se Puede Esperar Cuando Se Está Esperando,3.77,spa,624,27,2,2000,1,1,0
Master of Swords (Mageverse #4),4.2,eng,294,2801,45,2000,4,0,1
Master of the Night (Mageverse #1),3.88,eng,296,4637,125,2000,4,0,1
Master of Wolves (Mageverse  #3),4.17,eng,294,3798,56,2000,2,0,1
Captive Dreams,3.91,en-US,336,1354,60,2000,3,1,0
Master of Dragons (Mageverse #5),4.22,eng,293,3190,56,2000,2,0,1
Master of the Moon (Mageverse #2),4.14,eng,336,2882,56,2000,2,0,1
Jane's Warlord (Warlord #1),3.97,eng,320,2552,94,2000,2,0,1
Over The Moon (Mageverse #3.5),3.9,eng,330,3681,92,2000,1,1,1
Mr. and Mistress (Dynasties: The Elliotts #5),3.37,eng,185,191,16,2000,2,0,1
Artesia Volume 1,3.98,eng,192,242,24,2010,3,0,1
Law of Enclosures,3.65,eng,320,72,2,1990,1,0,0
The Drift House: The First Voyage,3.65,eng,437,618,69,2000,4,0,0
Through a Brazen Mirror,3.37,eng,100,116,12,2010,1,1,0
The Porcelain Dove,3.41,eng,416,206,28,1990,3,0,0
Interfictions: An Anthology of Interstitial Writing,3.77,eng,291,229,20,2000,2,1,0
The Fall of the Kings (Riverside  #3),3.65,eng,510,1869,128,2000,3,1,1
Killing Time,3.98,en-US,280,12,1,1990,1,0,0
The Tangled Thread (Morland Dynasty  #10),4.32,eng,474,305,8,1980,3,0,1
The Flood-Tide (Morland Dynasty  #9),4.25,eng,428,318,7,1980,1,0,1
The White Road (Morland Dynasty  #28),4.27,eng,480,195,8,2000,4,0,1
The Maiden (The Morland Dynasty  #8),4.27,eng,413,330,11,1980,1,0,1
